"Confirmed","Deaths","Incidence_Rate","Case.Fatality_Ratio"
-0.063172924749894,-0.109531097766241,0.788541007712889,-0.139819909413101
0.322511800549874,-0.0604588333435536,0.449016108230345,-0.389607717482122
-0.153636019490215,-0.161874846483774,0.886294229457782,-0.313235247772687
-0.164990697588655,-0.161874846483774,0.771973028102858,-0.257510280165712
-0.101728919611631,-0.148788909304391,0.304487869133624,-0.331070184112635
-0.164616367541454,-0.142245940714699,3.09138204565862,0.0686737787509815
-0.127308139503721,-0.0670018019332453,2.27724982297827,0.626036012686079
0.068716028547374,-0.0800877391126286,0.551956456115326,-0.249773441768828
-0.123065732302106,-0.0571873490487078,0.949317586151895,0.678294591682166
-0.188074383832737,-0.148788909304391,-0.0564520001349209,0.279803050921685
-0.0939927653028033,-0.152060393599237,0.842056653508673,-0.375265041795531
-0.192691121081553,-0.145517425009545,0.856550403653402,0.4814980441969
-0.116702121499684,-0.142245940714699,1.96047808066874,-0.226636723544277
-0.187076170373534,-0.16514633077862,1.02734720531289,-0.150660937714835
-0.206416556145602,-0.168417815073466,-0.0296813219040606,0.0758458169196475
-0.111336724156465,-0.168417815073466,0.337651475275106,-0.489775425567197
-0.0523173533810554,-0.112802582061087,0.933858248133864,-0.190724059746269
-0.1775931425111,-0.148788909304391,1.72928587442445,0.102482471262313
-0.218270340973644,-0.174960783663158,-0.297191196536629,0.157408905642586
-0.130302779881332,-0.102988129176549,0.614956661709714,0.264284348813971
-0.182708986489518,-0.0931736762920119,1.14340355793492,1.45049183219768
-0.0495722663682457,-0.138974456419853,0.256854379169072,-0.359398908753611
-0.104723559989241,-0.0604588333435536,0.515925568594474,0.459109785574315
-0.0535651202050599,-0.102988129176549,1.90656362017825,-0.125503813272731
0.0259176264840221,-0.138974456419853,1.15626902183932,-0.442275496799022
0.0234220928360133,-0.0441014118693245,0.865785769454286,-0.0211279316564015
-0.0773974665435444,-0.112802582061087,1.5435425797109,-0.117462462021399
0.104402159713901,-0.0539158647538619,0.956333052843127,-0.203627686497147
